Date,Open,High,Low,Close,Volume,Symbol
,MBB.VN,MBB.VN,MBB.VN,MBB.VN,MBB.VN,
2025-07-14,20265.15234375,20378.787109375,20000.0,20303.03125,25097635,MBB
2025-07-15,20303.03125,20530.302734375,20151.515625,20151.515625,28241241,MBB
2025-07-16,20075.7578125,20265.15234375,20037.87890625,20227.2734375,26215318,MBB
2025-07-17,20265.15234375,20378.787109375,20113.63671875,20265.15234375,27814512,MBB
2025-07-18,20303.03125,20643.939453125,20151.515625,20606.060546875,36930550,MBB
2025-07-21,20681.818359375,20946.96875,20378.787109375,20416.666015625,27411516,MBB
2025-07-22,20378.787109375,20568.181640625,20189.39453125,20568.181640625,28490272,MBB
2025-07-23,20606.060546875,20909.091796875,20530.302734375,20757.576171875,37380420,MBB
2025-07-24,20871.212890625,21553.03125,20871.212890625,21515.15234375,53511084,MBB
2025-07-25,21590.908203125,21856.060546875,21515.15234375,21553.03125,27476024,MBB
2025-07-28,21553.03125,21780.302734375,21477.2734375,21780.302734375,34035249,MBB
2025-07-29,21818.181640625,21856.060546875,20340.908203125,20340.908203125,81731469,MBB
2025-07-30,20606.060546875,21098.484375,20340.908203125,20757.576171875,45408382,MBB
2025-07-31,20946.96875,21060.60546875,20416.666015625,20795.455078125,37525237,MBB
2025-08-01,20795.455078125,20946.96875,20492.423828125,20568.181640625,28880200,MBB
2025-08-04,20530.302734375,21060.60546875,20492.423828125,21060.60546875,31058570,MBB
2025-08-05,21893.939453125,22500.0,20946.96875,22500.0,99562755,MBB
2025-08-06,23106.060546875,23446.96875,22878.787109375,23181.818359375,44300678,MBB
2025-08-07,23409.091796875,23446.96875,22992.423828125,23295.455078125,40582000,MBB
2025-08-08,23446.96875,23484.84765625,22992.423828125,23143.939453125,35340808,MBB
2025-08-11,23333.333984375,24583.333984375,23257.576171875,24090.908203125,64298665,MBB
2025-08-12,24469.697265625,24545.455078125,23977.2734375,24545.455078125,75070868,MBB
2025-08-13,25400.0,25800.0,24700.0,25800.0,79996180,MBB
2025-08-14,27600.0,27600.0,27600.0,27600.0,43134610,MBB
2025-08-15,29500.0,29500.0,27700.0,28250.0,121513400,MBB
2025-08-18,28550.0,28600.0,27650.0,27800.0,51309950,MBB
2025-08-19,28350.0,29400.0,27900.0,28200.0,54057290,MBB
2025-08-20,28200.0,28300.0,26850.0,27800.0,77476820,MBB
2025-08-21,28050.0,28700.0,27750.0,28200.0,57200990,MBB
2025-08-22,27750.0,28000.0,26900.0,26900.0,72987400,MBB
2025-08-25,27150.0,27300.0,25800.0,26200.0,56604310,MBB
2025-08-26,26200.0,27600.0,26100.0,27550.0,41262420,MBB
